,customer_id,recency,frequency,monetary,R_quartile,F_quartile,M_quartile,RFM
61,12423.0,0,9,365.05000000000024,1,1,1,111
62,12424.0,162,2,83.42000000000003,4,3,3,433
63,12425.0,77,1,92.32000000000004,3,4,3,343
64,12426.0,194,1,118.09,4,4,3,443
65,12427.0,11,5,161.17000000000004,1,2,2,122
66,12428.0,25,12,1418.790000000001,2,1,1,211
67,12429.0,8,4,352.1799999999997,1,2,1,121
68,12430.0,42,1,68.48,2,4,3,243
69,12431.0,35,18,902.000000000001,2,1,1,211
70,12432.0,42,5,1139.4900000000005,2,2,1,221
71,12433.0,0,7,920.9500000000007,1,1,1,111
72,12434.0,84,4,198.1299999999999,3,2,2,322
73,12435.0,79,2,197.25,3,3,2,332
74,12436.0,99,1,84.28,3,4,3,343
75,12437.0,1,19,809.4500000000004,1,1,1,111
76,12438.0,13,2,381.69999999999993,1,3,1,131
77,12441.0,366,1,40.71,4,4,4,444
78,12442.0,2,1,40.08,1,4,4,144
79,12444.0,20,5,1119.1300000000015,2,2,1,221
80,12445.0,21,1,31.95,2,4,4,244
81,12446.0,57,1,248.1,3,4,2,342
82,12447.0,242,1,92.92999999999999,4,4,3,443
83,12448.0,43,1,130.94,2,4,2,242
84,12449.0,21,4,705.6900000000004,2,2,1,221
85,12450.0,155,2,12.940000000000001,4,3,4,434
86,12451.0,10,6,868.1800000000002,1,1,1,111
87,12452.0,16,3,99.67,1,3,3,133
88,12453.0,133,1,102.91000000000004,3,4,3,343
89,12454.0,52,2,218.46,3,3,2,332
90,12455.0,72,6,285.60000000000025,3,1,2,312
91,12456.0,43,4,461.36999999999955,2,2,1,221
92,12457.0,57,12,352.36999999999966,3,1,1,311
93,12458.0,70,2,164.40000000000003,3,3,2,332
94,12461.0,93,2,149.06000000000003,3,3,2,332
95,12462.0,1,4,332.4199999999999,1,2,1,121
96,12463.0,45,7,269.9099999999999,2,1,2,212
97,12464.0,9,8,343.1499999999999,1,1,1,111
98,12465.0,7,3,138.01999999999995,1,3,2,132
99,12468.0,142,3,139.07000000000005,3,3,2,332
100,12471.0,1,49,2266.870000000005,1,1,1,111
101,12472.0,30,13,970.1199999999994,2,1,1,211
102,12473.0,28,9,2437.8399999999997,2,1,1,211
103,12474.0,16,30,1331.7000000000025,1,1,1,111
104,12475.0,53,1,105.88000000000001,3,4,3,343
105,12476.0,0,20,1306.9300000000017,1,1,1,111
106,12477.0,22,9,1333.8700000000017,2,1,1,211
107,12478.0,3,1,163.36000000000004,1,4,2,142
108,12479.0,3,3,91.43,1,3,3,133
109,12480.0,27,4,482.6999999999998,2,2,1,221
110,12481.0,22,11,741.4399999999998,2,1,1,211
111,12483.0,16,13,484.21000000000015,1,1,1,111
112,12484.0,32,8,1114.0800000000027,2,1,1,211
113,12488.0,9,3,205.4099999999999,1,3,2,132
114,12489.0,335,1,88.62000000000002,4,4,3,443
115,12490.0,4,10,659.7500000000001,1,1,1,111
116,12491.0,38,1,87.80000000000003,2,4,3,243
117,12492.0,62,2,66.95000000000002,3,3,3,333
118,12493.0,165,3,111.75000000000001,4,3,3,433
119,12494.0,9,13,351.93999999999994,1,1,1,111
120,12497.0,81,1,28.84,3,4,4,344
121,12498.0,20,3,96.55000000000004,2,3,3,233
122,12500.0,22,13,381.95000000000005,2,1,1,211
123,12501.0,314,2,387.32000000000016,4,3,1,431
124,12502.0,95,5,944.5100000000009,3,2,1,321
125,12503.0,337,1,1126.0,4,4,1,441
126,12504.0,17,4,141.7,2,2,2,222
127,12505.0,300,1,4.5,4,4,4,444
128,12506.0,232,1,73.50000000000003,4,4,3,443
129,12507.0,133,4,106.37,3,2,3,323
130,12508.0,25,2,118.71000000000004,2,3,3,233
131,12509.0,283,1,38.95,4,4,4,444
132,12510.0,142,2,140.69000000000003,3,3,2,332
133,12512.0,65,2,87.70000000000002,3,3,3,333
134,12513.0,84,2,80.57,3,3,3,333
135,12514.0,266,1,168.14,4,4,2,442
136,12515.0,352,1,108.50000000000001,4,4,3,443
137,12516.0,77,2,70.86999999999999,3,3,3,333
138,12517.0,27,6,671.4799999999994,2,1,1,211
139,12518.0,0,5,351.80999999999966,1,2,1,121
140,12519.0,63,1,53.839999999999996,3,4,3,343
141,12520.0,78,6,526.0899999999997,3,1,1,311
142,12521.0,142,1,113.84,3,4,3,343
143,12522.0,38,2,60.01,2,3,3,233
144,12523.0,1,13,567.3599999999999,1,1,1,111
145,12524.0,8,8,420.0600000000001,1,1,1,111
146,12526.0,0,3,238.12000000000003,1,3,2,132
147,12527.0,81,3,52.730000000000004,3,3,4,334
148,12528.0,8,8,512.3399999999998,1,1,1,111
149,12530.0,59,5,264.47,3,2,2,322
150,12531.0,14,1,64.76,1,4,3,143
151,12532.0,29,1,59.17000000000001,2,4,3,243
152,12534.0,130,1,191.22999999999993,3,4,2,342
153,12535.0,91,2,151.35,3,3,2,332
154,12536.0,7,5,13255.220000000003,1,2,1,121
155,12538.0,28,1,76.51000000000002,2,4,3,243
156,12539.0,21,5,2856.039999999994,2,2,1,221
157,12540.0,19,19,1875.3400000000033,2,1,1,211
158,12541.0,29,3,188.01999999999992,2,3,2,232
159,12544.0,29,2,82.27000000000001,2,3,3,233
160,12545.0,74,2,201.18999999999988,3,3,2,332
161,12546.0,46,3,221.99999999999991,2,3,2,232
162,12547.0,197,2,63.6,4,3,3,433
163,12548.0,165,1,33.6,4,4,4,444
164,12550.0,78,1,176.15,3,4,2,342
165,12551.0,357,1,16.8,4,4,4,444
166,12552.0,38,2,182.31,2,3,2,232
167,12553.0,7,14,617.7799999999999,1,1,1,111
168,12556.0,49,2,322.13999999999976,2,3,1,231
169,12557.0,15,5,71.83000000000001,1,2,3,123
170,12558.0,1,2,27.5,1,3,4,134
171,12559.0,310,3,87.28,4,3,3,433
172,12560.0,4,4,315.79999999999984,1,2,1,121
173,12561.0,302,1,47.43000000000001,4,4,4,444
174,12562.0,7,7,535.6199999999992,1,1,1,111
175,12564.0,260,1,117.10000000000001,4,4,3,443
176,12565.0,281,2,24.11,4,3,4,434
177,12566.0,72,2,79.12000000000002,3,3,3,333
178,12567.0,22,11,1557.3500000000056,2,1,1,211
179,12569.0,1,35,1061.6500000000008,1,1,1,111
180,12571.0,39,2,44.899999999999984,2,3,4,234
181,12572.0,8,3,269.3699999999999,1,3,2,132
182,12573.0,226,1,58.70000000000001,4,4,3,443
183,12574.0,315,1,57.20000000000001,4,4,3,443
184,12576.0,35,6,214.54999999999993,2,1,2,212
185,12577.0,34,4,274.27000000000004,2,2,2,222
186,12578.0,20,4,372.99999999999966,2,2,1,221
187,12579.0,72,3,116.77000000000002,3,3,3,333
188,12580.0,246,1,62.580000000000005,4,4,3,443
189,12581.0,39,1,43.39,2,4,4,244
190,12582.0,238,2,115.1,4,3,3,433
191,12583.0,2,18,791.2800000000001,1,1,1,111
192,12584.0,3,18,938.1000000000015,1,1,1,111
193,12585.0,233,4,339.2499999999998,4,2,1,421
194,12586.0,16,2,54.6,1,3,3,133
195,12587.0,7,1,46.24,1,4,4,144
196,12588.0,38,1,95.8,2,4,3,243
197,12589.0,28,2,157.6,2,3,2,232
198,12590.0,189,3,718.6600000000001,4,3,1,431
199,12591.0,316,1,98.30000000000001,4,4,3,443
200,12592.0,91,2,59.6,3,3,3,333
201,12593.0,108,3,55.69999999999999,3,3,3,333
202,12594.0,37,11,374.73,2,1,1,211
203,12596.0,50,2,118.95000000000002,3,3,3,333
204,12597.0,18,5,852.510000000001,2,2,1,221
205,12598.0,9,9,376.06999999999977,1,1,1,111
206,12599.0,28,7,185.76999999999995,2,1,2,212
207,12600.0,28,11,368.3199999999999,2,1,1,211
208,12601.0,189,6,189.81,4,1,2,412
209,12602.0,58,1,23.650000000000006,3,4,4,344
210,12603.0,21,1,28.95,2,4,4,244
211,12604.0,78,2,41.46,3,3,4,334
212,12605.0,364,1,5.4,4,4,4,444
213,12607.0,57,2,435.8599999999999,3,3,1,331
214,12609.0,77,3,211.07000000000005,3,3,2,332
215,12610.0,22,7,545.7699999999998,2,1,1,211
216,12611.0,51,1,173.8799999999999,3,4,2,342
217,12612.0,57,2,94.24000000000002,3,3,3,333
218,12613.0,30,6,477.70999999999964,2,1,1,211
219,12614.0,277,1,112.20000000000002,4,4,3,443
220,12615.0,1,4,324.40999999999997,1,2,1,121
221,12616.0,84,5,145.95000000000002,3,2,2,322
222,12617.0,28,1,79.92999999999999,2,4,3,243
223,12618.0,21,1,73.02,2,4,3,243
224,12619.0,15,13,1030.5699999999993,1,1,1,111
225,12620.0,14,3,197.5999999999999,1,3,2,132
226,12621.0,1,23,1373.6500000000049,1,1,1,111
227,12622.0,231,1,63.13,4,4,3,443
228,12623.0,275,1,47.32,4,4,4,444
229,12624.0,105,2,147.14000000000001,3,3,2,332
230,12625.0,211,3,210.6399999999999,4,3,2,432
231,12626.0,22,13,872.000000000002,2,1,1,211
232,12627.0,10,7,675.7200000000001,1,1,1,111
233,12628.0,3,4,158.14000000000001,1,2,2,122
234,12630.0,9,2,287.1299999999999,1,3,2,132
235,12631.0,56,1,140.65000000000003,3,4,2,342
236,12633.0,58,5,327.28000000000003,3,2,1,321
237,12635.0,89,2,254.73000000000002,3,3,2,332
238,12637.0,66,10,1060.1899999999991,3,1,1,311
239,12638.0,32,1,99.84,2,4,3,243
240,12639.0,238,1,108.2,4,4,3,443
241,12640.0,23,3,302.99999999999994,2,3,1,231
242,12641.0,114,1,69.64999999999999,3,4,3,343
243,12642.0,24,3,168.76,2,3,2,232
244,12643.0,127,6,124.51,3,1,3,313
245,12644.0,129,1,86.94000000000003,3,4,3,343
246,12645.0,33,5,192.26000000000002,2,2,2,222
247,12646.0,4,2,107.42000000000002,1,3,3,133
248,12647.0,21,13,696.66,2,1,1,211
249,12648.0,154,1,66.62,4,4,3,443
250,12649.0,106,4,86.91,3,2,3,323
251,12650.0,2,1,38.69,1,4,4,144
252,12651.0,334,1,20.2,4,4,4,444
253,12652.0,321,2,144.52,4,3,2,432
254,12653.0,148,2,111.41000000000003,4,3,3,433
255,12654.0,10,5,167.98000000000002,1,2,2,122
256,12656.0,16,8,582.2299999999996,1,1,1,111
257,12657.0,10,5,284.53,1,2,2,122
258,12658.0,18,1,148.12000000000003,2,4,2,242
259,12659.0,29,1,26.54,2,4,4,244
260,12660.0,10,1,50.24999999999999,1,4,4,144
261,12662.0,0,12,741.4900000000006,1,1,1,111
262,12664.0,7,10,428.14,1,1,1,111
263,12665.0,324,2,21.75,4,3,4,434
264,12666.0,358,1,8.06,4,4,4,444
265,12667.0,57,1,119.60000000000002,3,4,3,343
266,12668.0,6,6,571.8399999999999,1,1,1,111
267,12669.0,150,4,2524.1799999999994,4,2,1,421
268,12670.0,9,6,300.99999999999994,1,1,2,112
269,12672.0,329,1,37.900000000000006,4,4,4,444
270,12673.0,4,2,122.99000000000002,1,3,3,133
271,12674.0,11,7,290.67999999999984,1,1,2,112
272,12676.0,24,6,316.26999999999987,2,1,1,211
273,12678.0,41,13,1084.8699999999997,2,1,1,211
274,12679.0,51,9,215.12999999999997,3,1,2,312
275,12680.0,0,4,207.17,1,2,2,122
276,12681.0,14,27,2061.7100000000037,1,1,1,111
277,12682.0,3,31,1968.8300000000042,1,1,1,111
278,12683.0,3,20,1018.2400000000005,1,1,1,111
279,12684.0,7,7,266.28000000000003,1,1,2,112
280,12685.0,27,6,482.14999999999964,2,1,1,211
281,12686.0,371,1,22.810000000000002,4,4,4,444
282,12688.0,113,1,705.3300000000003,3,4,1,341
283,12689.0,25,2,205.34000000000003,2,3,2,232
284,12690.0,205,1,88.43,4,4,3,443
285,12691.0,27,6,161.15,2,1,2,212
286,12693.0,120,6,225.87000000000003,3,1,2,312
287,12694.0,69,2,144.36,3,3,2,332
288,12695.0,6,4,129.21000000000004,1,2,3,123
289,12697.0,20,5,210.67,2,2,2,222
290,12700.0,7,6,738.1299999999991,1,1,1,111
291,12701.0,79,2,163.80999999999997,3,3,2,332
292,12702.0,19,1,65.30000000000001,2,4,3,243
293,12703.0,63,2,58.350000000000016,3,3,3,333
294,12704.0,6,10,645.6999999999999,1,1,1,111
295,12705.0,14,14,984.2500000000011,1,1,1,111
296,12707.0,291,1,106.81000000000002,4,4,3,443
297,12708.0,29,16,724.4700000000004,2,1,1,211
298,12709.0,2,26,966.0700000000011,1,1,1,111
299,12710.0,96,4,227.7699999999999,3,2,2,322
300,12712.0,22,17,939.1300000000008,2,1,1,211
301,12713.0,0,1,95.13000000000001,1,4,3,143
302,12714.0,8,5,619.4999999999999,1,2,1,121
303,12715.0,105,1,71.43999999999998,3,4,3,343
304,12716.0,3,2,183.93999999999997,1,3,2,132
305,12717.0,150,3,306.84999999999997,4,3,1,431
306,12718.0,70,1,51.72,3,4,4,344
307,12719.0,4,3,149.50000000000003,1,3,2,132
308,12720.0,2,29,987.0600000000014,1,1,1,111
309,12721.0,31,7,509.4799999999995,2,1,1,211
310,12722.0,84,6,251.26999999999995,3,1,2,312
311,12723.0,3,5,220.96,1,2,2,122
312,12724.0,4,4,197.22000000000017,1,2,2,122
313,12725.0,370,1,98.50000000000001,4,4,3,443
314,12726.0,27,7,261.2299999999998,2,1,2,212
315,12727.0,10,9,466.4299999999996,1,1,1,111
316,12728.0,70,4,214.78999999999996,3,2,2,322
317,12729.0,113,1,96.24000000000001,3,4,3,343
318,12731.0,23,14,930.75,2,1,1,211
319,12732.0,179,1,42.27000000000001,4,4,4,444
320,12733.0,233,1,74.2,4,4,3,443
321,12734.0,352,1,4.74,4,4,4,444
322,12735.0,314,2,232.89999999999992,4,3,2,432
323,12736.0,332,1,22.32,4,4,4,444
324,12738.0,371,1,43.45,4,4,4,444
325,12739.0,77,2,152.32,3,3,2,332
326,12740.0,63,1,55.99999999999999,3,4,3,343
327,12743.0,133,2,407.1699999999997,3,3,1,331
328,12744.0,51,10,25108.890000000007,3,1,1,311
329,12747.0,1,11,449.88999999999953,1,1,1,111
330,12748.0,0,223,15115.600000000153,1,1,1,111
331,12749.0,3,8,1171.5000000000018,1,1,1,111
332,12750.0,128,1,69.30000000000001,3,4,3,343
333,12752.0,80,1,121.59,3,4,3,343
334,12753.0,3,11,536.3900000000001,1,1,1,111
335,12754.0,235,5,132.5,4,2,2,422
336,12755.0,249,4,40.199999999999996,4,2,4,424
337,12756.0,86,1,2.97,3,4,4,344
338,12757.0,15,19,8035.239999999978,1,1,1,111
339,12758.0,116,2,164.95999999999998,3,3,2,332
340,12759.0,51,3,305.46999999999986,3,3,1,331
341,12762.0,7,2,188.78999999999996,1,3,2,132
342,12763.0,137,2,31.889999999999993,3,3,4,334
343,12764.0,316,1,242.4399999999999,4,4,2,442
344,12766.0,3,7,951.9500000000018,1,1,1,111
345,12769.0,238,1,142.60000000000002,4,4,2,442
346,12770.0,210,1,31.499999999999996,4,4,4,444
347,12772.0,59,1,203.53999999999996,3,4,2,342
348,12775.0,16,6,257.56999999999994,1,1,2,112
349,12778.0,19,7,193.46999999999997,2,1,2,212
350,12779.0,20,12,586.61,2,1,1,211
351,12781.0,20,5,88.14999999999998,2,2,3,223
352,12782.0,4,6,405.3599999999998,1,1,1,111
353,12783.0,1,8,1649.2399999999998,1,1,1,111
354,12784.0,8,2,165.29,1,3,2,132
355,12785.0,2,2,69.67999999999999,1,3,3,133
356,12787.0,9,3,79.96000000000001,1,3,3,133
357,12789.0,64,1,91.85000000000001,3,4,3,343
358,12790.0,191,1,82.91999999999999,4,4,3,443
359,12791.0,373,1,16.85,4,4,4,444
360,12792.0,256,1,87.74000000000001,4,4,3,443
361,12793.0,334,2,93.84,4,3,3,433
362,12794.0,52,2,93.47000000000003,3,3,3,333
363,12795.0,18,1,107.73,2,4,3,243
364,12797.0,359,3,75.57000000000001,4,3,3,433
365,12798.0,9,3,8.379999999999999,1,3,4,134
366,12802.0,183,2,64.25,4,3,3,433
367,12808.0,36,3,113.29000000000003,2,3,3,233
368,12809.0,167,2,115.18,4,3,3,433
369,12811.0,260,3,127.79999999999998,4,3,3,433
370,12812.0,44,1,31.029999999999998,2,4,4,244
371,12814.0,101,1,41.79,3,4,4,344
372,12815.0,147,2,253.86999999999992,4,3,2,432
373,12816.0,95,2,256.1499999999999,3,3,2,332
374,12817.0,280,1,48.29,4,4,4,444
375,12818.0,177,2,101.77000000000001,4,3,3,433
376,12820.0,2,4,112.38000000000002,1,2,3,123
377,12821.0,213,1,14.99,4,4,4,444
378,12822.0,70,3,138.81,3,3,2,332
379,12823.0,74,5,38.25,3,2,4,324
380,12824.0,59,1,63.39,3,4,3,343
381,12826.0,2,8,180.37000000000018,1,1,2,112
382,12827.0,5,3,71.70000000000002,1,3,3,133
383,12828.0,2,6,173.0399999999999,1,1,2,112
384,12829.0,321,3,154.0,4,3,2,432
385,12830.0,37,7,107.51999999999995,2,1,3,213
386,12831.0,261,1,27.6,4,4,4,444
387,12832.0,31,2,79.08000000000003,2,3,3,233
388,12833.0,144,1,130.59000000000003,4,4,2,442
389,12834.0,282,1,88.09,4,4,3,443
390,12836.0,58,4,750.3700000000014,3,2,1,321
391,12837.0,172,1,80.95000000000002,4,4,3,443
392,12838.0,33,2,285.3299999999999,2,3,2,232
393,12839.0,2,16,609.1000000000012,1,1,1,111
394,12840.0,143,6,237.56000000000034,4,1,2,412
395,12841.0,4,26,1045.7200000000025,1,1,1,111
396,12842.0,69,2,147.23000000000005,3,3,2,332
397,12843.0,65,9,368.40999999999974,3,1,1,311
398,12844.0,28,2,136.82000000000002,2,3,2,232
399,12845.0,266,4,75.33999999999999,4,2,3,423
400,12847.0,21,1,121.87000000000008,2,4,3,243
401,12849.0,30,2,147.62,2,3,2,232
402,12851.0,96,1,97.33000000000003,3,4,3,343
403,12852.0,289,2,70.9,4,3,3,433
404,12853.0,107,9,357.53999999999996,3,1,1,311
405,12854.0,78,5,340.5599999999998,3,2,1,321
406,12855.0,372,1,4.65,4,4,4,444
407,12856.0,7,8,815.8800000000006,1,1,1,111
408,12857.0,210,2,190.54999999999993,4,3,2,432
409,12863.0,51,2,25.369999999999997,3,3,4,334
410,12864.0,137,1,1.9699999999999998,3,4,4,344
411,12865.0,25,3,296.7399999999999,2,3,2,232
412,12866.0,282,1,114.81000000000002,4,4,3,443
413,12867.0,25,10,738.9699999999989,2,1,1,211
414,12868.0,185,6,279.44999999999976,4,1,2,412
415,12870.0,365,1,14.899999999999999,4,4,4,444
416,12871.0,83,2,23.22,3,3,4,334
417,12872.0,326,2,164.70999999999995,4,3,2,432
418,12873.0,281,1,16.150000000000002,4,4,4,444
419,12875.0,142,2,0.34,3,3,4,334
420,12876.0,57,2,191.63,3,3,2,332
421,12877.0,3,12,292.42999999999984,1,1,2,112
422,12878.0,17,3,98.03000000000002,2,3,3,233
423,12879.0,44,4,24.22,2,2,4,224
424,12881.0,275,1,230.79999999999998,4,4,2,442
425,12882.0,8,2,83.69,1,3,3,133
426,12883.0,24,4,248.9299999999999,2,2,2,222
427,12884.0,87,1,111.89,3,4,3,343
428,12885.0,62,4,272.06,3,2,2,322
429,12886.0,67,3,322.06999999999977,3,3,1,331
430,12888.0,213,4,41.53,4,2,4,424
431,12890.0,23,1,148.66000000000005,2,4,2,242
432,12891.0,185,3,1.1,4,3,4,434
433,12893.0,30,1,75.16999999999999,2,4,3,243
434,12895.0,41,3,79.40000000000002,2,3,3,233
435,12897.0,204,2,10.8,4,3,4,434
436,12901.0,8,36,189.18999999999997,1,1,2,112
437,12902.0,264,1,56.19,4,4,3,443
438,12904.0,17,2,222.11999999999992,2,3,2,232
439,12906.0,11,5,160.76999999999995,1,2,2,122
440,12908.0,58,4,2.0900000000000003,3,2,4,324
441,12909.0,39,8,642.6100000000002,2,1,1,211
442,12910.0,22,8,156.95999999999998,2,1,2,212
443,12912.0,2,5,65.25999999999999,1,2,3,123
444,12913.0,4,5,146.24,1,2,2,122
445,12915.0,148,2,149.35,4,3,2,432
446,12916.0,138,5,450.1499999999997,3,2,1,321
447,12917.0,127,1,9.9,3,4,4,344
448,12919.0,7,8,144.12000000000003,1,1,2,112
449,12920.0,16,1,107.55000000000003,1,4,3,143
450,12921.0,3,50,1772.0400000000066,1,1,1,111
451,12922.0,160,1,45.58,4,4,4,444
452,12923.0,63,1,85.16000000000001,3,4,3,343
453,12924.0,87,5,99.40000000000002,3,2,3,323
454,12925.0,4,2,103.96000000000005,1,3,3,133
455,12928.0,34,5,163.1800000000001,2,2,2,222
456,12929.0,121,2,69.7,3,3,3,333
457,12930.0,77,4,80.77000000000002,3,2,3,323
458,12931.0,21,20,175.5300000000001,2,1,2,212
459,12933.0,23,4,281.8299999999999,2,2,2,222
460,12935.0,1,8,266.41999999999985,1,1,2,112
461,12936.0,16,5,128.61,1,2,3,123
462,12937.0,14,4,284.59999999999974,1,2,2,122
463,12938.0,25,1,11.44,2,4,4,244
464,12939.0,63,8,112.96000000000006,3,1,3,313
465,12940.0,45,4,411.3499999999997,2,2,1,221
466,12942.0,130,3,310.3399999999998,3,3,1,331
467,12943.0,300,1,3.75,4,4,4,444
468,12944.0,35,2,95.66,2,3,3,233
469,12945.0,287,1,113.85000000000004,4,4,3,443
470,12947.0,143,11,438.96999999999946,4,1,1,411
471,12948.0,15,8,347.69999999999965,1,1,1,111
472,12949.0,30,10,625.6100000000004,2,1,1,211
473,12950.0,1,3,31.949999999999996,1,3,4,134
474,12951.0,8,8,204.6299999999999,1,1,2,112
475,12952.0,5,5,325.89999999999986,1,2,1,121
476,12953.0,9,1,113.0,1,4,3,143
477,12955.0,0,14,310.9399999999999,1,1,1,111
478,12956.0,305,1,82.94,4,4,3,443
479,12957.0,3,12,691.2300000000001,1,1,1,111
480,12962.0,6,2,47.77,1,3,4,134
481,12963.0,7,9,314.9599999999998,1,1,1,111
482,12965.0,88,1,399.3599999999998,3,4,1,341
483,12966.0,9,1,34.23,1,4,4,144
484,12967.0,2,4,189.59,1,2,2,122
485,12968.0,111,1,16.45,3,4,4,344
486,12970.0,6,4,306.6499999999999,1,2,1,121
487,12971.0,3,89,714.8500000000012,1,1,1,111
488,12974.0,197,1,61.60000000000001,4,4,3,443
489,12976.0,211,1,33.760000000000005,4,4,4,444
490,12977.0,155,1,38.07,4,4,4,444
491,12980.0,155,12,396.03,4,1,1,411
492,12981.0,29,2,32.47,2,3,4,234
493,12982.0,239,2,59.28000000000002,4,3,3,433
494,12984.0,18,1,15.399999999999999,2,4,4,244
495,12985.0,0,3,145.84,1,3,2,132
496,12987.0,73,3,184.79999999999995,3,3,2,332
497,12988.0,291,1,378.1399999999999,4,4,1,441
498,12989.0,2,19,213.10999999999996,1,1,2,112
499,12990.0,30,3,26.64999999999999,2,3,4,234
500,12991.0,22,2,71.51000000000002,2,3,3,233
501,12993.0,22,4,57.72,2,2,3,223
502,12994.0,3,5,304.80999999999995,1,2,1,121
503,12995.0,77,2,7.99,3,3,4,334
504,12997.0,21,7,211.21,2,1,2,212
505,12999.0,195,3,71.38000000000002,4,3,3,433
506,13000.0,106,3,93.39000000000003,3,3,3,333
507,13001.0,3,15,828.4900000000016,1,1,1,111
508,13002.0,317,1,19.75,4,4,4,444
509,13003.0,105,3,13.5,3,3,4,334
510,13004.0,11,22,822.5000000000001,1,1,1,111
511,13005.0,173,3,157.90000000000003,4,3,2,432
512,13006.0,55,1,21.18,3,4,4,344
513,13008.0,322,2,25.129999999999992,4,3,4,434
514,13011.0,371,1,12.65,4,4,4,444
515,13012.0,8,11,361.3999999999996,1,1,1,111
516,13013.0,0,15,701.7500000000003,1,1,1,111
517,13014.0,2,16,649.7200000000004,1,1,1,111
518,13015.0,52,5,886.260000000001,3,2,1,321
519,13016.0,72,3,149.14,3,3,2,332
520,13017.0,6,1,4.25,1,4,4,144
521,13018.0,15,29,1003.4900000000001,1,1,1,111
522,13021.0,3,12,509.50000000000006,1,1,1,111
523,13023.0,63,2,182.1,3,3,2,332
524,13026.0,0,8,36.68999999999999,1,1,4,114
525,13027.0,113,6,10.400000000000004,3,1,4,314
526,13028.0,22,3,47.27000000000001,2,3,4,234
527,13029.0,30,3,73.88,2,3,3,233
528,13030.0,10,2,314.8099999999998,1,3,1,131
529,13032.0,38,3,278.00999999999993,2,3,2,232
530,13033.0,356,1,29.049999999999997,4,4,4,444
531,13034.0,54,2,87.77000000000001,3,3,3,333
532,13035.0,57,3,55.340000000000025,3,3,3,333
533,13037.0,137,3,183.42999999999998,3,3,2,332
534,13038.0,79,3,77.22999999999999,3,3,3,333
535,13040.0,8,2,120.57000000000002,1,3,3,133
536,13043.0,253,2,88.79,4,3,3,433
